date,demand,is_holiday,is_promo
2006-04-30,243.9,0,0
2006-05-01,170.38,0,0
2006-05-02,175.36,0,0
2006-05-03,213.03,0,0
2006-05-04,155.72,0,0
2006-05-05,191.3,0,0
2006-05-06,246.05,0,0
2006-05-07,207.88,0,0
2006-05-08,192.91,0,0
2006-05-09,171.18,0,0
2006-05-10,211.18,0,0
2006-05-11,210.24,0,0
2006-05-12,225.96,0,0
2006-05-13,253.41,0,0
2006-05-14,241.15,0,0
2006-05-15,167.55,0,0
2006-05-16,215.99,0,0
2006-05-17,202.17,0,0
2006-05-18,202.65,0,0
2006-05-19,251.64,0,0
2006-05-20,231.23,0,0
2006-05-21,273.1,0,0
2006-05-22,238.43,0,0
2006-05-23,222.19,0,0
2006-05-24,179.14,0,0
2006-05-25,150.35,0,0
2006-05-26,250.65,0,0
2006-05-27,258.68,0,0
2006-05-28,220.41,0,0
2006-05-29,239.22,0,0
2006-05-30,180.13,0,0
2006-05-31,194.14,0,0
2006-06-01,227.57,0,0
2006-06-02,201.39,0,0
2006-06-03,259.81,0,0
2006-06-04,275.19,0,0
2006-06-05,223.55,0,0
2006-06-06,232.56,0,0
2006-06-07,238.83,0,0
2006-06-08,221.07,0,0
2006-06-09,182.48,0,0
2006-06-10,236.88,0,0
2006-06-11,279.3,0,0
2006-06-12,175.77,0,0
2006-06-13,204.55,0,0
2006-06-14,222.77,0,0
2006-06-15,257.93,0,0
2006-06-16,228.31,0,0
2006-06-17,264.1,0,0
2006-06-18,251.05,0,0
2006-06-19,230.18,0,0
2006-06-20,205.44,0,0
2006-06-21,238.97,0,0
2006-06-22,206.41,0,0
2006-06-23,248.59,0,0
2006-06-24,290.35,0,0
2006-06-25,247.71,0,0
2006-06-26,237.76,0,0
2006-06-27,218.92,0,0
2006-06-28,245.5,0,0
2006-06-29,231.68,0,0
2006-06-30,259.16,0,0
2006-07-01,263.86,0,0
2006-07-02,241.11,0,0
2006-07-03,260.09,0,0
2006-07-04,311.36,1,0
2006-07-05,204.96,0,0
2006-07-06,242.38,0,0
2006-07-07,187.24,0,0
2006-07-08,272.35,0,0
2006-07-09,292.15,0,0
2006-07-10,223.48,0,0
2006-07-11,232.47,0,0
2006-07-12,161.42,0,0
2006-07-13,224.0,0,0
2006-07-14,263.86,0,0
2006-07-15,306.66,0,0
2006-07-16,295.47,0,0
2006-07-17,228.86,0,0
2006-07-18,223.92,0,0
2006-07-19,192.75,0,0
2006-07-20,235.76,0,0
2006-07-21,220.67,0,0
2006-07-22,223.5,0,0
2006-07-23,231.72,0,0
2006-07-24,267.48,0,0
2006-07-25,222.92,0,0
2006-07-26,240.31,0,0
2006-07-27,230.0,0,0
2006-07-28,208.58,0,0
2006-07-29,320.68,0,0
2006-07-30,206.37,0,0
2006-07-31,220.47,0,0
2006-08-01,226.32,0,0
2006-08-02,229.02,0,0
2006-08-03,216.86,0,0
2006-08-04,199.99,0,0
2006-08-05,268.99,0,0
2006-08-06,255.37,0,0
2006-08-07,201.89,0,0
2006-08-08,256.95,0,0
2006-08-09,199.66,0,0
2006-08-10,252.62,0,0
2006-08-11,263.63,0,0
2006-08-12,325.92,0,0
2006-08-13,265.7,0,0
2006-08-14,245.19,0,0
2006-08-15,219.6,0,0
2006-08-16,242.63,0,0
2006-08-17,198.15,0,0
2006-08-18,184.67,0,0
2006-08-19,298.54,0,0
2006-08-20,276.98,0,0
2006-08-21,297.93,0,1
2006-08-22,208.29,0,0
2006-08-23,266.11,0,0
2006-08-24,215.41,0,0
2006-08-25,261.74,0,0
2006-08-26,293.66,0,0
2006-08-27,312.45,0,0
2006-08-28,226.91,0,0
2006-08-29,199.56,0,0
2006-08-30,192.2,0,0
2006-08-31,289.63,0,0
2006-09-01,270.6,0,0
2006-09-02,297.17,0,0
2006-09-03,357.31,0,0
2006-09-04,227.96,0,0
2006-09-05,179.93,0,0
2006-09-06,218.93,0,0
2006-09-07,209.77,0,0
2006-09-08,243.57,0,0
2006-09-09,264.07,0,0
2006-09-10,244.07,0,0
2006-09-11,190.5,0,0
2006-09-12,253.84,0,0
2006-09-13,227.75,0,0
2006-09-14,219.83,0,0
2006-09-15,267.62,0,0
2006-09-16,290.86,0,0
2006-09-17,261.97,0,0
2006-09-18,240.95,0,0
2006-09-19,221.82,0,0
2006-09-20,237.15,0,0
2006-09-21,240.02,0,0
2006-09-22,246.94,0,0
2006-09-23,260.33,0,0
2006-09-24,369.21,0,1
2006-09-25,201.57,0,0
2006-09-26,225.6,0,0
2006-09-27,227.89,0,0
2006-09-28,213.62,0,0
2006-09-29,222.21,0,0
2006-09-30,255.18,0,0
2006-10-01,232.63,0,0
2006-10-02,188.21,0,0
2006-10-03,190.88,0,0
2006-10-04,209.83,0,0
2006-10-05,254.32,0,0
2006-10-06,248.78,0,0
2006-10-07,194.64,0,0
2006-10-08,262.0,0,0
2006-10-09,196.82,0,0
2006-10-10,220.33,0,0
2006-10-11,198.41,0,0
2006-10-12,207.12,0,0
2006-10-13,222.24,0,0
2006-10-14,245.28,0,0
2006-10-15,278.45,0,0
2006-10-16,202.38,0,0
2006-10-17,226.75,0,0
2006-10-18,225.09,0,0
2006-10-19,228.66,0,0
2006-10-20,178.13,0,0
2006-10-21,278.64,0,0
2006-10-22,222.46,0,0
2006-10-23,221.73,0,0
2006-10-24,173.28,0,0
2006-10-25,168.62,0,0
2006-10-26,244.43,0,0
2006-10-27,197.6,0,0
2006-10-28,274.39,0,0
2006-10-29,231.33,0,0
2006-10-30,186.6,0,0
2006-10-31,186.91,0,0
2006-11-01,167.34,0,0
2006-11-02,203.64,0,0
2006-11-03,199.08,0,0
2006-11-04,233.99,0,0
2006-11-05,254.36,0,0
2006-11-06,193.8,0,0
2006-11-07,147.53,0,0
2006-11-08,206.91,0,0
2006-11-09,200.8,0,0
2006-11-10,201.01,0,0
2006-11-11,260.65,0,0
2006-11-12,201.91,0,0
2006-11-13,170.32,0,0
2006-11-14,220.26,0,0
2006-11-15,176.94,0,0
2006-11-16,194.16,0,0
2006-11-17,197.03,0,0
2006-11-18,261.77,0,0
2006-11-19,206.39,0,0
2006-11-20,154.88,0,0
2006-11-21,157.0,0,0
2006-11-22,206.6,0,0
2006-11-23,197.14,0,0
2006-11-24,198.43,0,0
2006-11-25,265.95,0,0
2006-11-26,220.07,0,0
2006-11-27,232.53,1,0
2006-11-28,166.21,0,0
2006-11-29,181.17,0,0
2006-11-30,169.23,0,0
2006-12-01,194.44,0,0
2006-12-02,230.97,0,0
2006-12-03,172.04,0,0
2006-12-04,178.11,0,0
2006-12-05,158.94,0,0
2006-12-06,199.95,0,0
2006-12-07,151.03,0,0
2006-12-08,192.29,0,0
2006-12-09,203.63,0,0
2006-12-10,218.11,0,0
2006-12-11,167.09,0,0
2006-12-12,194.41,0,0
2006-12-13,182.57,0,0
2006-12-14,173.15,0,0
2006-12-15,200.57,0,0
2006-12-16,201.24,0,0
2006-12-17,215.5,0,0
2006-12-18,144.38,0,0
2006-12-19,145.99,0,0
2006-12-20,179.26,0,0
2006-12-21,199.18,0,0
2006-12-22,141.6,0,0
2006-12-23,241.79,0,0
2006-12-24,260.84,1,0
2006-12-25,181.9,1,0
2006-12-26,104.0,0,0
2006-12-27,141.48,0,0
2006-12-28,172.28,0,0
2006-12-29,179.77,0,0
2006-12-30,221.07,0,0
2006-12-31,244.37,1,0
2007-01-01,200.93,1,0
2007-01-02,146.98,0,0
2007-01-03,169.89,0,0
2007-01-04,173.73,0,0
2007-01-05,162.89,0,0
2007-01-06,220.75,0,0
2007-01-07,171.3,0,0
2007-01-08,138.9,0,0
2007-01-09,151.84,0,0
2007-01-10,190.06,0,0
2007-01-11,157.24,0,0
2007-01-12,161.1,0,0
2007-01-13,225.9,0,0
2007-01-14,231.8,0,0
2007-01-15,169.93,0,0
2007-01-16,177.55,0,0
2007-01-17,175.42,0,0
2007-01-18,154.54,0,0
2007-01-19,167.2,0,0
2007-01-20,166.58,0,0
2007-01-21,187.44,0,0
2007-01-22,156.2,0,0
2007-01-23,156.32,0,0
2007-01-24,148.61,0,0
2007-01-25,149.8,0,0
2007-01-26,185.45,0,0
2007-01-27,204.24,0,0
2007-01-28,156.51,0,0
2007-01-29,154.82,0,0
2007-01-30,128.89,0,0
2007-01-31,157.36,0,0
2007-02-01,175.47,0,0
2007-02-02,183.52,0,0
2007-02-03,191.05,0,0
2007-02-04,193.31,0,0
2007-02-05,153.4,0,0
2007-02-06,137.42,0,0
2007-02-07,175.27,0,0
2007-02-08,185.32,0,0
2007-02-09,194.32,0,0
2007-02-10,182.84,0,0
2007-02-11,219.4,0,0
2007-02-12,145.62,0,0
2007-02-13,177.22,0,0
2007-02-14,195.99,1,0
2007-02-15,161.32,0,0
2007-02-16,137.4,0,0
2007-02-17,196.56,0,0
2007-02-18,185.12,0,0
2007-02-19,158.9,0,0
2007-02-20,190.33,0,0
2007-02-21,141.04,0,0
2007-02-22,156.52,0,0
2007-02-23,164.31,0,0
2007-02-24,189.99,0,0
2007-02-25,226.03,0,0
2007-02-26,192.02,0,0
2007-02-27,184.18,0,1
2007-02-28,149.27,0,0
2007-03-01,159.43,0,0
2007-03-02,203.64,0,0
2007-03-03,236.13,0,0
2007-03-04,191.44,0,0
2007-03-05,135.69,0,0
2007-03-06,136.14,0,0
2007-03-07,172.47,0,0
2007-03-08,181.58,0,0
2007-03-09,146.8,0,0
2007-03-10,213.3,0,0
2007-03-11,234.43,0,0
2007-03-12,160.32,0,0
2007-03-13,189.8,0,0
2007-03-14,181.57,0,0
2007-03-15,155.5,0,0
2007-03-16,186.43,0,0
2007-03-17,214.72,0,0
2007-03-18,189.61,0,0
2007-03-19,156.38,0,0
2007-03-20,192.47,0,0
2007-03-21,161.3,0,0
2007-03-22,210.16,0,0
2007-03-23,187.59,0,0
2007-03-24,218.9,0,0
2007-03-25,222.3,0,0
2007-03-26,166.01,0,0
2007-03-27,220.46,0,1
2007-03-28,140.81,0,0
2007-03-29,199.72,0,0
2007-03-30,153.04,0,0
2007-03-31,216.42,0,0
2007-04-01,232.06,0,0
2007-04-02,196.67,0,0
2007-04-03,152.76,0,0
2007-04-04,159.32,0,0
2007-04-05,176.32,0,0
2007-04-06,210.12,0,0
2007-04-07,183.08,0,0
2007-04-08,221.86,0,0
2007-04-09,189.87,0,0
2007-04-10,175.42,0,0
2007-04-11,195.2,0,0
2007-04-12,197.11,0,0
2007-04-13,189.21,0,0
2007-04-14,186.31,0,0
2007-04-15,226.93,0,0
2007-04-16,170.89,0,0
2007-04-17,174.45,0,0
2007-04-18,203.22,0,0
2007-04-19,238.1,0,0
2007-04-20,211.89,0,0
2007-04-21,251.24,0,0
2007-04-22,190.21,0,0
2007-04-23,211.16,0,0
2007-04-24,183.83,0,0
2007-04-25,225.42,0,0
2007-04-26,198.35,0,0
2007-04-27,202.43,0,0
2007-04-28,279.16,0,0
2007-04-29,232.82,0,0
2007-04-30,175.3,0,0
2007-05-01,247.12,0,0
2007-05-02,173.67,0,0
2007-05-03,206.5,0,0
2007-05-04,232.44,0,0
2007-05-05,259.12,0,0
2007-05-06,230.97,0,0
2007-05-07,207.69,0,0
2007-05-08,188.83,0,0
2007-05-09,171.17,0,0
2007-05-10,271.28,0,0
2007-05-11,224.03,0,0
2007-05-12,275.07,0,0
2007-05-13,233.59,0,0
2007-05-14,203.43,0,0
2007-05-15,191.72,0,0
2007-05-16,176.47,0,0
2007-05-17,210.61,0,0
2007-05-18,223.61,0,0
2007-05-19,288.82,0,0
2007-05-20,221.56,0,0
2007-05-21,200.62,0,0
2007-05-22,191.68,0,0
2007-05-23,250.52,0,0
2007-05-24,205.25,0,0
2007-05-25,255.44,0,0
2007-05-26,302.04,0,0
2007-05-27,244.61,0,0
2007-05-28,180.43,0,0
2007-05-29,180.69,0,0
2007-05-30,235.67,0,0
2007-05-31,203.79,0,0
2007-06-01,257.73,0,0
2007-06-02,276.27,0,0
2007-06-03,267.66,0,0
2007-06-04,235.92,0,0
2007-06-05,194.49,0,0
2007-06-06,199.9,0,0
2007-06-07,251.06,0,0
2007-06-08,225.41,0,0
2007-06-09,185.39,0,0
2007-06-10,279.65,0,0
2007-06-11,204.33,0,0
2007-06-12,230.31,0,0
2007-06-13,266.9,0,0
2007-06-14,236.42,0,0
2007-06-15,288.2,0,0
2007-06-16,296.23,0,0
2007-06-17,318.68,0,0
2007-06-18,197.92,0,0
2007-06-19,223.95,0,0
2007-06-20,252.48,0,0
2007-06-21,235.95,0,0
2007-06-22,292.57,0,0
2007-06-23,268.87,0,0
2007-06-24,341.57,0,0
2007-06-25,284.61,0,0
2007-06-26,224.02,0,0
2007-06-27,244.64,0,0
2007-06-28,262.1,0,0
2007-06-29,220.87,0,0
2007-06-30,263.47,0,0
2007-07-01,387.23,0,1
2007-07-02,236.54,0,0
2007-07-03,223.81,0,0
2007-07-04,312.75,1,0
2007-07-05,185.03,0,0
2007-07-06,252.89,0,0
2007-07-07,272.61,0,0
2007-07-08,298.17,0,0
2007-07-09,277.78,0,0
2007-07-10,248.57,0,0
2007-07-11,246.22,0,0
2007-07-12,204.83,0,0
2007-07-13,279.3,0,0
2007-07-14,314.75,0,0
2007-07-15,312.1,0,0
2007-07-16,304.63,0,0
2007-07-17,234.11,0,1
2007-07-18,217.26,0,0
2007-07-19,222.27,0,0
2007-07-20,275.99,0,0
2007-07-21,298.62,0,0
2007-07-22,271.43,0,0
2007-07-23,274.45,0,0
2007-07-24,201.6,0,0
2007-07-25,214.78,0,0
2007-07-26,217.82,0,0
2007-07-27,259.42,0,0
2007-07-28,257.75,0,0
2007-07-29,277.28,0,0
2007-07-30,241.54,0,0
2007-07-31,217.71,0,0
2007-08-01,261.52,0,0
2007-08-02,245.55,0,0
2007-08-03,306.61,0,0
2007-08-04,296.94,0,0
2007-08-05,277.34,0,0
2007-08-06,223.58,0,0
2007-08-07,239.08,0,0
2007-08-08,258.48,0,0
2007-08-09,237.17,0,0
2007-08-10,282.78,0,0
2007-08-11,274.79,0,0
2007-08-12,302.51,0,0
2007-08-13,231.87,0,0
2007-08-14,261.67,0,0
2007-08-15,242.7,0,0
2007-08-16,296.87,0,0
2007-08-17,232.28,0,0
2007-08-18,253.67,0,0
2007-08-19,264.42,0,0
2007-08-20,208.65,0,0
2007-08-21,201.59,0,0
2007-08-22,256.56,0,0
2007-08-23,256.73,0,0
2007-08-24,247.79,0,0
2007-08-25,283.47,0,0
2007-08-26,257.22,0,0
2007-08-27,279.95,0,0
2007-08-28,202.09,0,0
2007-08-29,208.07,0,0
2007-08-30,261.49,0,0
2007-08-31,256.95,0,0
2007-09-01,353.33,0,0
2007-09-02,261.32,0,0
2007-09-03,254.44,0,0
2007-09-04,250.11,0,0
2007-09-05,220.8,0,0
2007-09-06,219.41,0,0
2007-09-07,277.99,0,0
2007-09-08,310.65,0,0
2007-09-09,233.09,0,0
2007-09-10,200.68,0,0
2007-09-11,158.0,0,0
2007-09-12,245.74,0,0
2007-09-13,235.69,0,0
2007-09-14,259.3,0,0
2007-09-15,287.44,0,1
2007-09-16,233.83,0,0
2007-09-17,224.54,0,0
2007-09-18,216.43,0,0
2007-09-19,225.43,0,0
2007-09-20,248.13,0,0
2007-09-21,318.08,0,0
2007-09-22,280.21,0,0
2007-09-23,292.5,0,0
2007-09-24,207.88,0,0
2007-09-25,187.01,0,0
2007-09-26,208.79,0,0
2007-09-27,199.55,0,0
2007-09-28,246.6,0,0
2007-09-29,257.0,0,0
2007-09-30,211.82,0,0
2007-10-01,268.08,0,0
2007-10-02,201.87,0,0
2007-10-03,184.19,0,0
2007-10-04,250.85,0,0
2007-10-05,227.8,0,0
2007-10-06,306.3,0,0
2007-10-07,238.87,0,0
2007-10-08,199.73,0,0
2007-10-09,215.26,0,0
2007-10-10,223.37,0,0
2007-10-11,243.63,0,0
2007-10-12,230.29,0,0
2007-10-13,281.52,0,0
2007-10-14,265.36,0,0
2007-10-15,227.77,0,0
2007-10-16,200.0,0,0
2007-10-17,171.98,0,0
2007-10-18,236.31,0,0
2007-10-19,245.13,0,0
2007-10-20,251.42,0,0
2007-10-21,279.69,0,0
2007-10-22,184.58,0,0
2007-10-23,245.32,0,0
2007-10-24,209.47,0,0
2007-10-25,220.69,0,0
2007-10-26,223.04,0,0
2007-10-27,204.37,0,0
2007-10-28,233.52,0,0
2007-10-29,221.71,0,0
2007-10-30,221.16,0,0
2007-10-31,201.26,0,0
2007-11-01,150.86,0,0
2007-11-02,181.58,0,0
2007-11-03,306.87,0,0
2007-11-04,206.11,0,0
2007-11-05,228.08,0,0
2007-11-06,218.08,0,1
2007-11-07,204.01,0,0
2007-11-08,223.25,0,0
2007-11-09,202.25,0,0
2007-11-10,286.01,0,0
2007-11-11,223.93,0,0
2007-11-12,202.11,0,0
2007-11-13,177.32,0,0
2007-11-14,209.41,0,0
2007-11-15,239.68,0,0
2007-11-16,208.43,0,0
2007-11-17,289.29,0,0
2007-11-18,217.49,0,0
2007-11-19,220.08,0,0
2007-11-20,201.22,0,0
2007-11-21,167.48,0,0
2007-11-22,206.65,0,0
2007-11-23,218.76,0,0
2007-11-24,205.03,0,0
2007-11-25,236.69,0,0
2007-11-26,190.28,0,0
2007-11-27,242.95,1,0
2007-11-28,183.67,0,0
2007-11-29,193.92,0,0
2007-11-30,193.57,0,0
2007-12-01,234.7,0,0
2007-12-02,203.48,0,0
2007-12-03,241.66,0,0
2007-12-04,153.82,0,0
2007-12-05,169.78,0,0
2007-12-06,183.33,0,0
2007-12-07,254.47,0,0
2007-12-08,199.96,0,0
2007-12-09,224.15,0,0
2007-12-10,192.36,0,0
2007-12-11,187.28,0,0
2007-12-12,268.74,0,1
2007-12-13,218.12,0,0
2007-12-14,189.52,0,0
2007-12-15,224.3,0,0
2007-12-16,164.35,0,0
2007-12-17,179.84,0,0
2007-12-18,160.88,0,0
2007-12-19,169.72,0,0
2007-12-20,155.81,0,0
2007-12-21,198.48,0,0
2007-12-22,171.22,0,0
2007-12-23,207.83,0,0
2007-12-24,202.29,1,0
2007-12-25,202.85,1,0
2007-12-26,193.22,0,0
2007-12-27,189.26,0,0
2007-12-28,218.49,0,0
2007-12-29,251.77,0,0
2007-12-30,182.54,0,0
2007-12-31,274.45,1,0
2008-01-01,196.16,1,0
2008-01-02,193.62,0,0
2008-01-03,170.21,0,0
2008-01-04,173.22,0,0
2008-01-05,228.76,0,0
2008-01-06,223.5,0,0
2008-01-07,192.08,0,0
2008-01-08,177.65,0,0
2008-01-09,163.53,0,0
2008-01-10,186.67,0,0
2008-01-11,198.08,0,0
2008-01-12,225.92,0,0
2008-01-13,198.46,0,0
2008-01-14,180.84,0,0
2008-01-15,140.23,0,0
2008-01-16,163.14,0,0
2008-01-17,140.82,0,0
2008-01-18,198.97,0,0
2008-01-19,252.83,0,0
2008-01-20,186.83,0,0
2008-01-21,168.5,0,0
2008-01-22,178.42,0,0
2008-01-23,136.46,0,0
2008-01-24,157.74,0,0
2008-01-25,188.18,0,0
2008-01-26,141.13,0,0
2008-01-27,176.04,0,0
2008-01-28,188.63,0,0
2008-01-29,186.53,0,0
2008-01-30,181.11,0,0
2008-01-31,194.4,0,0
2008-02-01,195.82,0,0
2008-02-02,226.28,0,0
2008-02-03,190.86,0,0
2008-02-04,166.51,0,0
2008-02-05,148.85,0,0
2008-02-06,185.96,0,0
2008-02-07,205.32,0,0
2008-02-08,273.66,0,1
2008-02-09,196.07,0,0
2008-02-10,178.14,0,0
2008-02-11,240.38,0,1
2008-02-12,171.04,0,0
2008-02-13,173.25,0,0
2008-02-14,217.53,1,0
2008-02-15,202.54,0,0
2008-02-16,188.01,0,0
2008-02-17,218.21,0,0
2008-02-18,197.15,0,0
2008-02-19,195.97,0,0
2008-02-20,194.54,0,0
2008-02-21,143.98,0,0
2008-02-22,203.09,0,0
2008-02-23,275.95,0,0
2008-02-24,186.83,0,0
2008-02-25,172.26,0,0
2008-02-26,203.37,0,0
2008-02-27,184.04,0,0
2008-02-28,227.6,0,0
2008-02-29,177.29,0,0
2008-03-01,192.78,0,0
2008-03-02,227.95,0,0
2008-03-03,159.68,0,0
2008-03-04,206.79,0,1
2008-03-05,174.96,0,0
2008-03-06,198.1,0,0
2008-03-07,211.46,0,0
2008-03-08,228.39,0,0
2008-03-09,193.22,0,0
2008-03-10,203.94,0,0
2008-03-11,257.95,0,0
2008-03-12,195.22,0,0
2008-03-13,239.48,0,1
2008-03-14,172.0,0,0
2008-03-15,209.35,0,0
2008-03-16,211.09,0,0
2008-03-17,170.08,0,0
2008-03-18,182.24,0,0
2008-03-19,224.7,0,0
2008-03-20,213.09,0,0
2008-03-21,198.26,0,0
2008-03-22,197.92,0,0
2008-03-23,240.83,0,0
2008-03-24,184.03,0,0
2008-03-25,153.95,0,0
2008-03-26,195.91,0,0
2008-03-27,223.68,0,0
2008-03-28,151.51,0,0
2008-03-29,225.42,0,0
2008-03-30,214.85,0,0
2008-03-31,206.15,0,0
2008-04-01,170.84,0,0
2008-04-02,169.7,0,0
2008-04-03,221.95,0,0
2008-04-04,256.37,0,1
2008-04-05,261.07,0,0
2008-04-06,191.68,0,0
2008-04-07,169.86,0,0
2008-04-08,201.07,0,0
2008-04-09,193.62,0,0
2008-04-10,225.72,0,0
2008-04-11,207.42,0,0
2008-04-12,225.71,0,0
2008-04-13,269.22,0,0
2008-04-14,171.03,0,0
2008-04-15,228.64,0,0
2008-04-16,222.4,0,0
2008-04-17,235.8,0,0
2008-04-18,268.45,0,1
2008-04-19,285.76,0,1
2008-04-20,222.61,0,0
2008-04-21,168.75,0,0
2008-04-22,175.66,0,0
2008-04-23,228.56,0,0
2008-04-24,228.73,0,0
2008-04-25,199.82,0,0
2008-04-26,274.44,0,0
2008-04-27,247.36,0,0
2008-04-28,248.76,0,0
2008-04-29,215.9,0,0
2008-04-30,243.52,0,0
2008-05-01,232.89,0,0
2008-05-02,264.08,0,0
2008-05-03,282.64,0,1
2008-05-04,238.62,0,0
2008-05-05,209.04,0,0
2008-05-06,195.78,0,0
2008-05-07,228.38,0,0
2008-05-08,236.83,0,0
2008-05-09,254.98,0,0
2008-05-10,265.81,0,0
2008-05-11,230.91,0,0
2008-05-12,239.61,0,0
2008-05-13,222.44,0,0
2008-05-14,192.51,0,0
2008-05-15,227.64,0,0
2008-05-16,194.44,0,0
2008-05-17,280.29,0,0
2008-05-18,323.87,0,1
2008-05-19,210.84,0,0
2008-05-20,258.95,0,0
2008-05-21,197.08,0,0
2008-05-22,260.21,0,0
2008-05-23,311.94,0,0
2008-05-24,318.56,0,0
2008-05-25,262.21,0,0
2008-05-26,195.7,0,0
2008-05-27,182.19,0,0
2008-05-28,222.89,0,0
2008-05-29,214.13,0,0
2008-05-30,238.26,0,0
2008-05-31,278.73,0,0
2008-06-01,269.75,0,0
2008-06-02,242.0,0,0
2008-06-03,190.76,0,0
2008-06-04,215.43,0,0
2008-06-05,235.57,0,0
2008-06-06,247.38,0,0
2008-06-07,360.52,0,0
2008-06-08,275.72,0,0
2008-06-09,189.19,0,0
2008-06-10,238.44,0,0
2008-06-11,254.95,0,0
2008-06-12,230.9,0,0
2008-06-13,233.9,0,0
2008-06-14,349.13,0,0
2008-06-15,245.59,0,0
2008-06-16,253.6,0,0
2008-06-17,247.54,0,0
2008-06-18,254.32,0,0
2008-06-19,291.7,0,0
2008-06-20,281.8,0,0
2008-06-21,282.38,0,0
2008-06-22,315.54,0,0
2008-06-23,228.04,0,0
2008-06-24,239.65,0,0
2008-06-25,199.78,0,0
2008-06-26,221.3,0,0
2008-06-27,274.55,0,0
2008-06-28,312.84,0,0
2008-06-29,233.94,0,0
2008-06-30,258.95,0,0
2008-07-01,215.42,0,0
2008-07-02,283.7,0,0
2008-07-03,235.62,0,0
2008-07-04,319.21,1,0
2008-07-05,315.51,0,0
2008-07-06,266.62,0,0
2008-07-07,293.55,0,0
2008-07-08,240.28,0,0
2008-07-09,243.69,0,0
2008-07-10,276.96,0,0
2008-07-11,250.77,0,0
2008-07-12,266.81,0,0
2008-07-13,305.96,0,0
2008-07-14,221.41,0,0
2008-07-15,214.96,0,0
2008-07-16,265.16,0,0
2008-07-17,270.95,0,0
2008-07-18,235.58,0,0
2008-07-19,283.6,0,0
2008-07-20,252.74,0,0
2008-07-21,297.24,0,0
2008-07-22,265.49,0,0
2008-07-23,237.06,0,0
2008-07-24,277.85,0,0
2008-07-25,236.83,0,0
2008-07-26,287.32,0,0
2008-07-27,289.39,0,0
2008-07-28,267.91,0,0
2008-07-29,240.04,0,0
2008-07-30,253.08,0,0
2008-07-31,260.37,0,0
2008-08-01,268.93,0,0
2008-08-02,299.13,0,0
2008-08-03,274.34,0,0
2008-08-04,256.08,0,0
2008-08-05,257.41,0,0
2008-08-06,255.84,0,0
2008-08-07,233.07,0,0
2008-08-08,252.9,0,0
2008-08-09,335.0,0,0
2008-08-10,340.12,0,0
2008-08-11,257.55,0,0
2008-08-12,229.18,0,0
2008-08-13,258.0,0,0
2008-08-14,222.6,0,0
2008-08-15,308.89,0,0
2008-08-16,324.48,0,0
